objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,tip_serv,dias_oper,tip_hor,tipo_oper,ruta_rural,globalid,shape_Length
3005,CCC,CC160,Orquídeas - Est. La Campiña,Orquídeas,Est. Campiña,12/12/2022,11,11,6.93988487,MASIVO CAPITAL SO,7668,CC160-3,3,3,5:00 a. m. - 9:00 p. m.,6:00 a. m. - 8:00 p. m.,6:00 a. m. - 8:00 p. m.,1,5,2,3,1,2,3,{3B2BEA5F-F6DD-41D0-B8EC-BDC9AD48D5F0},6939.88487149647
3009,USM,577,El Palmar - Diana Turbay,El Palmar,Diana Turbay,18/01/2014,18,10,40.08155327,GMOVIL ENGATIVA E,6873,577-2,12,5,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{3C2B6CCA-4F73-448B-9AF3-FCB87DA99CA9},40081.5532680354
3011,CHA,C15,Bosa San Diego - Chapinero,Bosa San Diego,Chapinero,24/11/2012,7,7,50.83173124,ETIB BO,6718,C15-3,9,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:30 p. m.,1,3,1,3,1,2,3,{3C3C3852-6952-4FCE-BDEC-8972350EBB3F},50831.731240396
3012,CEN,T48,Nueva Castilla - Puente Aranda,Nueva Castilla,Puente Aranda,18/04/2016,8,8,22.79069668,ESTE ES MI BUS TINTAL TZ,6260,T48-3,7,7,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{3C5DF318-AB2A-4C0B-B2B7-744B31A12D3E},22790.6966773269
3014,BBB,FB419,Lijacá- Nueva Castilla,Nueva Castilla,Lijaca,15/11/2022,1,8,32.92382712,ESTE ES MI BUS TINTAL TZ,8369,B419-1,1,8,3:00 a. m. - 10:00 p. m.,3:30 a. m. - 10:20 p. m.,4:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{3D0E53FD-EA36-484A-907F-BA5D7EFB7FAD},32923.8271191015
3015,ALI,10-4,Bosa Laureles,Portal Sur,Bosa Laureles,26/03/2015,7,7,11.45235746,ETIB BO,10907,10-4a,9,9,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{3D6AF383-4FFE-4CC2-A1FE-CD2A551BECE5},11452.357455026
3016,CEN,544A,Bosa San Diego - Germania,Bosa San Diego,Germania,29/01/2014,7,7,50.38506127,ETIB BO,4475,544A-3,9,9,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,3,{3E82D41B-DD3C-4FB7-B446-597787492553},50385.0612721971
3020,ALI,3-12,La Esperanza Sur,Portal Usme,La Esperanza Sur,22/05/2021,5,5,9.71878451,E-SOMOS ALIMENTACION,10329,3-12a,12,12,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{3F28A49C-2123-45C9-B2BD-7CBB5F25A057},9718.78450849126
3021,ALI,3-8,Virrey,Portal Usme,Virrey,22/05/2021,5,5,12.75587691,E-SOMOS ALIMENTACION,11573,3-8a,12,12,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{3F2ADACA-9D0C-4465-A835-40900148C5A1},12755.8769059073
3025,LLL,HL613,Perdomo - Horacio Orjuela,Perdomo,Horacio Orjuela,26/11/2022,4,19,20.53255122,ODT LA ROLITA,10254,L613-2,13,10,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{40A067AE-BD86-4F82-932B-3E8D3C204CC4},20532.5512188214
3034,ALI,7-1,Uribe Uribe,Calle 40 Sur,Uribe Uribe,22/05/2021,18,18,5.77575444,E-SOMOS ALIMENTACION,11388,7-1-2a,11,11,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,4,2,3,4,2,3,{437D59AE-EE03-4504-A58F-E178CAE6BEF4},5775.75443610468
3038,HHH,HA720,Ciudadela Usme - 7 De Agosto,7 De Agosto,Ciudadela Usme,20/08/2022,5,12,27.79842552,MUEVE USME UB,11969,H720-2,12,0,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{451991CB-525C-4E92-A82E-EC6A2EABE4C6},27798.425516286
3042,AAA,DA215,Bachué - Germania,Bachué,Germania,20/11/2023,10,10,44.64168216,ESTE ES MI BUS CALLE 80 CO01,8386,DA215-3,4,4,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{458A03EB-9A67-44BB-9157-FE5CCECAB0A0},44641.6821597567
3044,FFF,FF425,Circular Timiza,Banderas,Timiza,19/12/2022,8,8,6.18034678,MASIVO CAPITAL KE,7408,FF425-3,8,8,4:30 a. m. - 9:00 a. m.,,,1,3,2,1,1,2,3,{46C5A2CD-4FAE-4520-B6E7-15D82264E40A},6180.34678284577
3048,FFF,FG414,Villa Alexandra - Hospital Kennedy,Villa Alexandra,Hospital Kennedy,17/08/2021,8,8,13.65046049,MASIVO CAPITAL KE,8075,FG414-3,8,8,5:00 a. m. - 8:00 p. m.,5:00 a. m. - 8:00 p. m.,5:00 a. m. - 7:00 p. m.,1,5,2,3,1,2,3,{486735FD-5D1E-4CA9-9AF2-7AAF074EDC7D},13650.4604903219
3053,CEN,99,Bosa San José - Germania,Bosa San José,Germania,16/02/2013,7,7,47.1248921,ETIB BO,5811,99-3,9,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{49B13449-647A-4401-95C2-6409FAF506D0},47124.8920994894
3057,BBB,GA503,Est. Calle 100 - San Bernardino,Est. Calle 100,San Bernardino,13/07/2020,7,12,28.48388308,ETIB BO,8055,G503-2,9,3,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:45 p. m.,5:00 a. m. - 9:15 p. m.,2,4,1,3,1,2,3,{4AB49AF1-1C98-4BD8-99E1-65ECA2E8F865},28483.9070014086
3059,GGG,GG528,Est. Venecia,Est. Venecia,Boíta,25/07/2022,8,8,6.66129316,ETIB BO,7628,G528-3,9,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m., ,1,4,1,2,1,2,3,{4B32376B-5B95-48C2-9847-692356312C14},6661.29315867301
3061,USA,T795,Corpas - Estación Calle 100,Corpas,Estacion Calle 100,5/12/2016,11,11,26.95857256,CONSORCIO EXPRESS USAQUEN N,7396,T795-3,3,3,4:00 a. m. - 10:30 p. m.,4:00 a. m. - 10:30 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{4BBC34AB-7366-478D-BC55-A58010E6E65A},26958.5725649769
3063,LLL,KL328,Puerta De Teja - Est Av. 1 De Mayo,Est. Av. 1 De Mayo,Puerta De Teja,11/05/2022,4,9,26.9059834,GMOVIL ENGATIVA E,10389,K328-1,6,13,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{4C0342D7-0F42-46F7-AAD3-26AD357266F1},26905.9834019805
3072,FFF,FF407,Est.Banderas - La Magdalena,La Magdalena,Banderas,8/03/2021,8,8,11.80631882,ESTE ES MI BUS TINTAL TZ,6717,F407-3,7,7,4:15 a. m. - 11:20 p. m.,4:15 a. m. - 11:15 p. m.,5:15 a. m. - 10:15 p. m.,1,3,2,3,1,2,3,{4EB14206-36B9-4AA8-8FFB-3BC5DC195D47},11806.318815278
3073,BBB,BB908,Est. Pepe Sierra,Pepe Sierra,Hacienda Santa Barbara,19/04/2021,1,1,6.4969641,CONSORCIO EXPRESS USAQUEN N,5948,B908-3,1,1,5:00 a. m. - 8:00 p. m.,5:00 a. m. - 8:00 p. m.,5:00 a. m. - 8:00 p. m.,1,3,2,3,1,2,3,{4EB2A046-9157-47B3-8DEC-5F002369B33F},6496.96409849073
3076,COM,19-2,Colina,Alcala,Colina,13/04/2015,11,11,4.53783017,MASIVO CAPITAL SO,5131,19-2c,2,2,5:00 a. m. - 9:00 p. m.,5:30 a. m. - 7:00 p. m.,5:30 a. m. - 7:00 p. m.,1,5,2,3,1,2,3,{4F441604-B443-4B0F-84BA-90A6992C3F6E},4537.83016614364
3077,CHA,E25,Engativá Centro - Lourdes,Engativá Centro,Lourdes,20/03/2014,10,10,31.46422825,GMOVIL ENGATIVA E,8098,E25-3,5,5,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,3,{4FB165A9-EDC5-4046-97A7-C1D42E25EEB5},31464.2282485454
3080,GGG,GH530,Metrovivienda - Fiscala Alta,Fiscala Alta,Metrovivienda,5/06/2023,7,5,23.53073221,MASIVO CAPITAL KE,8068,G530-2,8,12,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,5,1,3,1,2,3,{508B367E-C665-4ADC-B7AA-60C68D4E4F38},23530.7322143563
3081,USA,T26r,Palermo Sur - Country Club,Palermo Sur,Country Club, ,18,18,7.1806892,CONSORCIO EXPRESS USAQUEN N,8356,T26r-3,12,12,7:00 a. m. - 1:30 p. m.,7:00 a. m. - 1:30 p. m.,7:00 a. m. - 1:30 p. m.,1,4,1,3,1,2,3,{50FE68C3-D084-4E54-B2B4-BD9899D74EE3},7180.68920124961
3084,CEN,193B,Bachué - Marly,Bachué,Marly,20/07/2013,10,10,35.85781786,ESTE ES MI BUS CALLE 80 CO01,4626,193B-3,4,4,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{518EB0E2-CF23-4368-83EE-5E10CC0AFC77},35857.8178594431
3085,SCR,T27,Est. Av. 1° De Mayo - Bello Horizonte,Est. Av. 1 De Mayo,Bello Horizonte,29/05/2015,4,4,6.95782465,CONSORCIO EXPRESS SAN CRISTOBALD,5707,T27-3,13,13,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,2,3,1,2,3,{52D062C0-362A-4061-A73B-8A7FA64C081C},6957.82465035463
3087,KKK,KC315,Puente Grande - Suba Lisboa,Suba Lisboa,Puente Grande,16/11/2021,11,9,27.55152603,MUEVE FONTIBON,12170,K315-2,6,3,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:30 p. m.,4:30 a. m. - 11:30 p. m.,1,4,1,3,1,2,3,{52FDFF5F-DEC8-4D9B-AF0C-DFC429E533DF},27551.5260287388
3088,CBO,T04,Potosí - Portal Sur,Portal Sur,Potosí,10/02/2014,19,19,8.9497315,ODT LA ROLITA,10267,T04-3,11,11,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,2,3,1,2,3,{5398DD96-AB13-4C53-8730-CD28EA1418CC},8949.73150411492
3090,BBB,KB314,El Codito - Fontibón Refugio,Fontibón Refugio,El Codito,16/11/2021,9,1,33.16826953,ZMO FONTIBON V,11769,B314-1,1,6,4:30 a. m. - 10:30 p. m.,4:30 a. m. - 10:20 p. m., ,1,4,1,2,1,2,3,{54384ED7-1291-403D-B740-535078202B25},33168.2695258005
3092,BOS,T62,Metrovivienda - Casablanca,Casablanca,Metrovivienda,25/11/2019,7,11,37.3013745,MASIVO CAPITAL SO,8162,T62-2,8,3,4:00 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{544A32A3-98DF-4FDB-AE51-81CD648CB9F7},37301.3744997119
3093,HHH,KH322,Fontibón Brisas - Cerros De Oriente,Fontibón Brisas,Cerros De Oriente,12/02/2022,18,9,26.08027544,MUEVE FONTIBON,10194,H322-2,12,6,4:20 a. m. - 10:40 p. m.,4:00 a. m. - 11:30 p. m.,5:00 a. m. - 10:40 p. m.,1,3,1,3,1,2,3,{544D17CE-D01E-4D8C-A916-5879F6C74854},26080.275439355
3096,KKK,KK301,La Felicidad,Est. El Tiempo,La Felicidad,26/12/2020,9,9,14.29964696,GRAN AMÉRICAS FONTIBON I,10304,K301-3,6,6,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,,1,4,2,2,1,2,3,{54A12A99-D500-4D3F-84E7-FC83F96E0A66},14299.6469582755
3099,LLL,CL155,Suba Gaitana - Gaviotas,Suba Gaitana,Gaviotas,6/12/2021,4,11,39.33012494,CONSORCIO EXPRESS USAQUEN N,8275,L155-1,13,3,3:00 a. m. - 8:30 p. m.,3:00 a. m. - 8:00 p. m.,4:30 a. m. - 7:00 p. m.,1,4,1,3,1,2,3,{55D8F989-B836-44E1-8B90-B674659BD0E0},39330.1249421589
3106,ALI,1-7,Quirigua,Portal 80,Quirigua,26/03/2015,10,10,5.00006787,ESTE ES MI BUS CALLE 80 CO01,11034,1-7a,4,4,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,5:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{574FD2C7-83D0-4DDC-9AA3-5832E0965094},5000.06786607946
3110,HHH,HA704,El Uval - Germania,El Uval,Germania,16/01/2021,5,3,26.71981549,GRAN AMERICAS USME III,10227,H704-2,12,0,5:30 a. m. - 10:30 p. m.,5:30 a. m. - 10:30 p. m.,6:00 a. m. - 10:30 p. m.,1,3,1,3,1,2,3,{59C8A93A-8669-41CF-9B7A-B5C5F98B6217},26719.8154914383
3112,ALI,16-8,Zona Franca,Portal El Dorado,Zona Franca,26/12/2020,9,9,15.14696362,GRAN AMÉRICAS FONTIBON I,10292,16-8a,6,6,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{5A569F68-5C14-497D-895E-1732BBF13EC9},15146.9636187462
3113,ALI,16-10,Villemar,Portal El Dorado,Villemar,26/12/2020,9,9,9.5069878,GRAN AMÉRICAS FONTIBON I,10305,16-10a,6,6,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{5AB0BBF4-04F8-4D38-8FCE-38D19252E2FF},9506.98779764753
3117,ALI,3-9,Marichuela,Portal Usme,Marichuela,22/05/2021,5,5,6.81508391,E-SOMOS ALIMENTACION,10348,3-9a,12,12,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{5BCF8388-9C75-483D-9D3B-5FCFB9BEF0E9},6815.08391009556
3118,KKK,KG311,Bosa San José - Puente Grande,Bosa San José,Puente Grande,19/10/2021,7,9,19.29933403,ZMO FONTIBON V,11208,K311-1,6,9,3:00 a. m. - 9:00 p. m.,3:00 a. m. - 9:00 p. m.,3:00 a. m. - 8:00 p. m.,1,4,1,3,1,2,3,{5BE1B161-E823-45CB-8453-E5AA82E4A2D0},19299.3340264482
3122,ALI,9-10,Roma,Portal Americas,Roma,17/02/2014,8,8,10.57965852,MASIVO CAPITAL KE,11010,9-10a,8,8,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{5E947051-D907-4B32-BB30-AE402D7DF92F},10579.6585237658
3123,BBB,BK916,Balmoral Norte - Fontibón Refugio,Fontibón Refugio,Balmoral Norte,23/08/2021,9,1,33.58822769,CONSORCIO EXPRESS USAQUEN N,8439,B916-1,1,6,3:30 a. m. - 8:00 p. m.,3:30 a. m. - 8:00 p. m.,4:30 a. m. - 6:00 p. m.,1,4,1,3,1,2,3,{5EC2F7C2-0440-4FC9-82D2-7CF19813F2A5},33588.2276853071
3124,CEN,688,La Magdalena - Germania,La Magdalena,Germania,10/08/2013,8,8,42.18734035,ESTE ES MI BUS TINTAL TZ,8263,688-3,8,8,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,5:00 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{5F5EC0A1-D92A-4C8F-893F-6DAC0B128E57},42187.3403529348
3129,KKK,KL331,Fontibón Brisas - Nueva Delhi,Nueva Delhi,Fontibón Brisas,2/04/2022,4,9,31.65353444,ZMO FONTIBON V,12274,K331-1,6,13,3:00 a. m. - 9:30 p. m.,3:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{60B8191E-3D39-4F2A-BC75-7450AE7EBE27},31653.5344398534
3130,ALI,9-5,Avenida Tintal,Portal Americas,Av. Tintal,17/02/2014,8,8,11.52673064,MASIVO CAPITAL KE,11031,9-5a,8,8,4:00 a. m. - 8:30 p. m.,4:00 a. m. - 8:30 p. m.,,1,3,2,2,1,2,3,{60F893CD-0662-40D6-B5BD-1EDECED2EA88},11526.7306409693
3132,USA,E43,Villa Gloria - Chicó,Villa Gloria,Chico,25/02/2014,11,11,35.64387807,CONSORCIO EXPRESS USAQUEN N,7088,E43-3,3,3,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{61DFD8B7-0B9E-4958-B583-E7F13655CCE0},35643.8780725522
3134,SCR,139,Bosa San José - Juan Rey,Bosa San José,Juan Rey,23/11/2013,7,4,26.91026962,CONSORCIO EXPRESS SAN CRISTOBALD,7289,139-1,13,9,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{627F541B-2411-411F-ADF6-EF4B4921BC6D},26910.2696248711
3136,BBB,BC925,Est. Mazurén - Est. Niza-Cl 127,Mazurén,Niza Cl 127,11/07/2022,11,11,10.55893226,MASIVO CAPITAL SO,7056,BC925-3,2,2,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 7:00 p. m.,5:00 a. m. - 9:30 p. m.,1,5,2,3,1,2,3,{638D1853-7025-489E-8BDB-41709D8FB842},10558.9322632006
3137,AAA,GA503,Est. Calle 100 - San Bernardino,San Bernardino,Est. Calle 100,13/07/2020,7,12,33.53354731,ETIB BO,8055,A503-1,3,9,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:45 p. m.,5:00 a. m. - 9:15 p. m.,2,4,1,3,1,2,3,{64390815-A7C5-480B-B46F-367B69C5B1BA},33533.5713572827
3140,ALI,3-3,Chuniza,Portal Usme,Chuniza,22/05/2021,5,5,9.49436449,E-SOMOS ALIMENTACION,10322,3-3a,12,12,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{64C94386-D163-4709-BDB1-16FC27FA000C},9494.36448567597
3141,ALI,11-4,Aures,Portal Suba,Aures,6/03/2021,11,11,7.9589974,ESTE ES MI BUS CALLE 80 CO01,5447,11-4a,3,3,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{658DA429-D60C-45C9-9AEC-D578A6CC30B7},7958.99740418457
3154,ALI,13-6,Juan Rey,Portal 20 Julio,Juan Rey,13/07/2013,4,4,17.02218335,CONSORCIO EXPRESS SAN CRISTOBALD,10938,13-6a,13,13,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{6A8A0187-7786-449C-8A1E-628DD98BFE8D},17022.1833473291
3156,ENG,539,Engativá Centro - El Uval,El Uval,Engativá Centro,16/03/2014,5,10,42.24103125,GMOVIL ENGATIVA E,4628,539-1,5,12,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{6B1FDB93-7ADC-4B5B-8B46-AEB762633ECB},42241.0312492149
3157,CEN,T40,Catalina II - Marly,Catalina II,Marly,30/06/2015,8,8,40.40510801,ETIB BO,8298,T40-3,9,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:45 p. m.,5:00 a. m. - 9:15 p. m.,1,3,1,3,1,2,3,{6B7F8CE3-E0CA-4EF1-94C8-C7CB555DA8F9},40405.1080138742
3159,CEN,SE10,Engativá Centro - Germania,Engativá Centro,Germania,17/11/2012,10,10,40.6471212,GMOVIL ENGATIVA E,7946,SE10-3,5,5,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,5,1,3,1,2,3,{6BC9B299-6A35-4A7A-BE90-609E96D29D81},40647.1211967761
3160,ALI,6-6,Juan José Rondón,Portal Tunal,Juan José Rondon,26/03/2015,6,6,6.93648268,SUMA CIUDAD BOLIVAR BC,12352,6-6a,11,11,4:30 a. m. - 9:00 a. m.,4:30 a. m. - 8:30 a. m.,,1,3,2,2,2,2,3,{6BCBE954-F860-4C30-9AA5-18E297428EFB},6936.48267972385
3163,BOS,139,Bosa San José - Juan Rey,Juan Rey,Bosa San José,23/11/2013,7,4,27.25959704,CONSORCIO EXPRESS SAN CRISTOBALD,7290,139-2,9,13,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{6D509BD6-D47A-473F-8A16-27A52E3648F4},27259.5970430348
3165,ALI,1-2,Garcés Navas,Portal 80,Garces Navas,26/03/2015,10,10,4.56435289,ESTE ES MI BUS CALLE 80 CO01,10999,1-2a,4,4,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,5:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{6E2C5FC2-DD66-42FF-B399-AE91DAB99AD3},4564.35289000719
3171,ALI,2-10,Verbenal,Portal Norte,Verbenal,26/03/2015,1,1,4.36312173,CONSORCIO EXPRESS USAQUEN N,10988,2-10a,2,2,4:15 a. m. - 00:15 a. m.,4:15 a. m. - 00:15 a. m.,4:15 a. m. - 11:40 p. m.,1,3,2,3,1,2,3,{6FE7D729-CDCB-4048-9B88-0E9596CC7084},4363.12172711045
3178,CCC,CG137,Suba Corpas - Metrovivienda,Metrovivienda,Suba Corpas,31/08/2021,11,7,38.21913303,EMASIVO 16 SF,12336,C137-2,3,8,3:30 a. m. - 9:00 p. m.,3:30 a. m. - 9:00 p. m.,3:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{7223DB06-05AE-4403-8CEB-391B59D0324E},38219.133025206
3179,ALI,16-4,El Muelle,Portal El Dorado,El Muelle,26/01/2013,10,10,9.24099373,GMOVIL ENGATIVA E,10945,16-4a,5,5,4:30 a. m. - 12:20 a. m.,5:00 a. m. - 12:20 a. m.,5:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{7251D5A0-CAA9-4603-954F-A4AE141B3463},9240.99373435652
3180,CHA,97,Rincón De Venecia - Galerías,Rincon De Venecia,Galerías,17/12/2014,6,6,45.41651819,ETIB BO,8534,97-3,10,10,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,3,{72E1BC5A-2F9A-4178-9DB8-A84C4DB6D1D2},45416.518191785
3183,ESP,T08,Portal Suba - Tuna Alta,Portal Suba,Tuna Alta,24/09/2014,11,11,7.14468901,MASIVO CAPITAL SO,6174,T08e,3,3,4:00 a. m. - 7:00 p. m.,4:00 a. m. - 7:00 p. m.,4:00 a. m. - 7:00 p. m.,1,5,2,3,1,2,3,{73CBE6E3-9B01-4E6A-A8AD-9D8A41B5C521},7144.68900991778
3186,ALI,1-10,Bolivia Bochica II,Portal 80,Bolivia Bochica II,26/03/2015,10,10,4.04929053,ESTE ES MI BUS CALLE 80 CO01,11088,1-10a,4,4,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{7405B8DF-3654-42F0-9462-52E790FC8920},4049.2905286434
3187,AAA,AA003,Est. Universidad Nacional,Est. Universidad Nacional,Est. Marly,25/07/2024,13,13,5.47338769,GMOVIL ENGATIVA E,11386,AA003-3,0,0,6:00 a. m. - 8:00 p. m.,,,1,4,1,1,1,2,3,{742AC697-4494-436C-BE43-978418B3128F},5473.38768806788
3193,KKK,KL312,Fontibón Brisas - Moralba,Moralba,Fontibón Brisas,11/05/2022,9,4,28.39771649,GMOVIL ENGATIVA E,10386,K312-1,6,13,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,3,{74E092A3-9082-43DE-A72B-75D9F450C0A9},28397.7164870952
3196,KKK,HK707,El Uval - El Refugio,El Uval,El Refugio,16/01/2021,5,9,32.09437586,GRAN AMERICAS USME III,10224,K707-1,6,12,2:45 a. m. - 10:00 p. m.,2:45 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{75D0C272-41A7-4DDF-BFB3-075A1158C733},32094.3758595577
3200,COM,15-4,Ramajal,Av. 1 Mayo,Ramajal,22/06/2013,4,4,6.14978764,CONSORCIO EXPRESS SAN CRISTOBALD,5626,15-4c,13,13,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,,1,4,2,2,1,2,3,{7661305C-0CB5-4AC1-BEBC-4BDDEAD3EB8A},6149.7876354114
3202,CCC,KC321,Fontibón Brisas - Tibabuyes,Fontibón Brisas,Tibabuyes,12/02/2022,9,11,28.23245689,MUEVE FONTIBON,12341,C321-1,3,6,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{76D83A7A-30CB-4770-BEB6-26881C0AA76F},28232.4568949845
3206,HHH,GH530,Metrovivienda - Fiscala Alta,Metrovivienda,Fiscala Alta,5/06/2023,7,5,22.93820984,MASIVO CAPITAL KE,7606,H530-1,12,8,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,5,1,3,1,2,3,{786B802D-716C-41E9-B03C-23EE5202B2C1},22938.2098419822
3207,CBO,T25,Potosí - Terminal Norte,Potosí,Terminal Norte,2/06/2015,11,19,39.89852552,CONSORCIO EXPRESS USAQUEN N,8008,T25-1,2,11,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{78CA675D-E47D-44FC-8A4A-C09D818BDCC0},39898.5255212564
3208,CHA,P500,Aeropuerto - Centro Andino,Aeropuerto,Centro Andino,29/09/2012,9,9,33.16178378,GMOVIL ENGATIVA E,11081,P500-3,6,6,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:30 p. m., ,1,4,1,2,1,2,3,{79A879F1-4926-4589-95A3-AFEF59F2599B},33161.7837803052
